record_id,theme_rank,theme_label,theme_source,theme_origin,theme_score,keywords_available,source_dataset,source_sheet,title,canonical_id,label_canonica,methodology_label,methodology_subtype
seed:Clasificados:14,3,discusses,tfidf,title_abstract_tfidf,0.26565406269072217,False,seed,Clasificados,The sociology of science and social constructivism,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,no_empirico,
seed:Clasificados:15,1,merton,tfidf,title_abstract_tfidf,0.7299651288913338,False,seed,Clasificados,"Robert Merton and the Sociology of Science: The Sociology of Science: Theoretical and Empirical Investigations, Robert K. Merton",tipo_1_realismo_fuerte,Tipo 1 - Realismo fuerte,no_empirico,
seed:Clasificados:15,2,professional,tfidf,title_abstract_tfidf,0.2666689976999079,False,seed,Clasificados,"Robert Merton and the Sociology of Science: The Sociology of Science: Theoretical and Empirical Investigations, Robert K. Merton",tipo_1_realismo_fuerte,Tipo 1 - Realismo fuerte,no_empirico,
seed:Clasificados:15,3,systematic,tfidf,title_abstract_tfidf,0.24870626212487915,False,seed,Clasificados,"Robert Merton and the Sociology of Science: The Sociology of Science: Theoretical and Empirical Investigations, Robert K. Merton",tipo_1_realismo_fuerte,Tipo 1 - Realismo fuerte,no_empirico,
seed:Clasificados:18,1,science religion,tfidf,title_abstract_tfidf,0.4989819934738945,False,seed,Clasificados,Towards a Sociology of Science and Theology,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,,
seed:Clasificados:18,2,religion,tfidf,title_abstract_tfidf,0.45571707059514155,False,seed,Clasificados,Towards a Sociology of Science and Theology,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,,
seed:Clasificados:18,3,science,tfidf,title_abstract_tfidf,0.24856908436232808,False,seed,Clasificados,Towards a Sociology of Science and Theology,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,,
seed:Clasificados:19,1,experts,tfidf,title_abstract_tfidf,0.5537239343756999,False,seed,Clasificados,Sociology of expertise as public sociology,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
seed:Clasificados:19,2,trust,tfidf,title_abstract_tfidf,0.37527976911624794,False,seed,Clasificados,Sociology of expertise as public sociology,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
seed:Clasificados:19,3,expertise,tfidf,title_abstract_tfidf,0.36310695734991333,False,seed,Clasificados,Sociology of expertise as public sociology,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
seed:Clasificados:21,1,society,tfidf,title_abstract_tfidf,0.37970699389886564,False,seed,Clasificados,Introduction: How the sociology of science and technology addresses science and society relations,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
seed:Clasificados:21,2,relations,tfidf,title_abstract_tfidf,0.30043858359047737,False,seed,Clasificados,Introduction: How the sociology of science and technology addresses science and society relations,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
seed:Clasificados:21,3,sociology science,tfidf,title_abstract_tfidf,0.28309085653001936,False,seed,Clasificados,Introduction: How the sociology of science and technology addresses science and society relations,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
seed:Clasificados:22,1,countries,tfidf,title_abstract_tfidf,0.6540831952579396,False,seed,Clasificados,The sociology of science in Africa,tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,NN,
seed:Clasificados:22,2,funding,tfidf,title_abstract_tfidf,0.3270415976289698,False,seed,Clasificados,The sociology of science in Africa,tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,NN,
seed:Clasificados:22,3,collaboration,tfidf,title_abstract_tfidf,0.31643346967932373,False,seed,Clasificados,The sociology of science in Africa,tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,NN,
seed:Clasificados:23,1,science,tfidf,title_abstract_tfidf,0.39741874455871423,False,seed,Clasificados,The legitimacy of science,tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,NN,
seed:Clasificados:23,2,science policy,tfidf,title_abstract_tfidf,0.36430617776645824,False,seed,Clasificados,The legitimacy of science,tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,NN,
seed:Clasificados:23,3,ongoing,tfidf,title_abstract_tfidf,0.33976663400242296,False,seed,Clasificados,The legitimacy of science,tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,NN,
seed:Clasificados:24,1,sociology science,tfidf,title_abstract_tfidf,0.44860601036755987,False,seed,Clasificados,SOCIOLOGY OF SCIENCE AND TECHNOLOGY,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
seed:Clasificados:24,2,sociology,tfidf,title_abstract_tfidf,0.4377671350460915,False,seed,Clasificados,SOCIOLOGY OF SCIENCE AND TECHNOLOGY,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
seed:Clasificados:24,3,addressing,tfidf,title_abstract_tfidf,0.26877010650605965,False,seed,Clasificados,SOCIOLOGY OF SCIENCE AND TECHNOLOGY,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
seed:Clasificados:25,1,science,tfidf,title_abstract_tfidf,0.5123219599613804,False,seed,Clasificados,Sociology and History of Science,tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,NN,
seed:Clasificados:25,2,sociologists,tfidf,title_abstract_tfidf,0.41346362034892736,False,seed,Clasificados,Sociology and History of Science,tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,NN,
seed:Clasificados:25,3,history science,tfidf,title_abstract_tfidf,0.41346362034892736,False,seed,Clasificados,Sociology and History of Science,tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,NN,
seed:Clasificados:26,1,philosophy,tfidf,title_abstract_tfidf,0.4544034727650697,False,seed,Clasificados,Bourdieu's Philosophy and Sociology of Science: A Critical Appraisal,tipo_4_pragmatismo_epistemologico,Tipo 4 - Pragmatismo epistemologico,NN,
seed:Clasificados:26,2,sociology science,tfidf,title_abstract_tfidf,0.35320304080784004,False,seed,Clasificados,Bourdieu's Philosophy and Sociology of Science: A Critical Appraisal,tipo_4_pragmatismo_epistemologico,Tipo 4 - Pragmatismo epistemologico,NN,
seed:Clasificados:26,3,philosophy science,tfidf,title_abstract_tfidf,0.3087659765039669,False,seed,Clasificados,Bourdieu's Philosophy and Sociology of Science: A Critical Appraisal,tipo_4_pragmatismo_epistemologico,Tipo 4 - Pragmatismo epistemologico,NN,
seed:Clasificados:27,1,knowledge production,tfidf,title_abstract_tfidf,0.25796619797797027,False,seed,Clasificados,Experimentation in the sociology of science: Representational and generative registers in the imitation game,tipo_4_pragmatismo_epistemologico,Tipo 4 - Pragmatismo epistemologico,empirico,
seed:Clasificados:27,2,sociology science,tfidf,title_abstract_tfidf,0.24916025840273198,False,seed,Clasificados,Experimentation in the sociology of science: Representational and generative registers in the imitation game,tipo_4_pragmatismo_epistemologico,Tipo 4 - Pragmatismo epistemologico,empirico,
seed:Clasificados:27,3,perception,tfidf,title_abstract_tfidf,0.24740452284684453,False,seed,Clasificados,Experimentation in the sociology of science: Representational and generative registers in the imitation game,tipo_4_pragmatismo_epistemologico,Tipo 4 - Pragmatismo epistemologico,empirico,
seed:Clasificados:28,1,education,tfidf,title_abstract_tfidf,0.47405363275099505,False,seed,Clasificados,"The History, Philosophy, and Sociology of Science in Science Teaching",tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,no_empirico,
seed:Clasificados:28,2,science education,tfidf,title_abstract_tfidf,0.41554060491422706,False,seed,Clasificados,"The History, Philosophy, and Sociology of Science in Science Teaching",tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,no_empirico,
seed:Clasificados:28,3,science,tfidf,title_abstract_tfidf,0.32919902828582676,False,seed,Clasificados,"The History, Philosophy, and Sociology of Science in Science Teaching",tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,no_empirico,
seed:Clasificados:30,1,law,tfidf,title_abstract_tfidf,0.9414965021042294,False,seed,Clasificados,Sociology of law and science,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,no_empirico,
seed:Clasificados:30,2,sociology,tfidf,title_abstract_tfidf,0.17348789877437915,False,seed,Clasificados,Sociology of law and science,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,no_empirico,
seed:Clasificados:30,3,time,tfidf,title_abstract_tfidf,0.16633190093178157,False,seed,Clasificados,Sociology of law and science,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,no_empirico,
seed:Clasificados:31,1,sciences,tfidf,title_abstract_tfidf,0.5443563808333832,False,seed,Clasificados,Sociology of Science: Why They Are Mostly Wrong,tipo_1_realismo_fuerte,Tipo 1 - Realismo fuerte,NN,
seed:Clasificados:31,2,core,tfidf,title_abstract_tfidf,0.3405682957389411,False,seed,Clasificados,Sociology of Science: Why They Are Mostly Wrong,tipo_1_realismo_fuerte,Tipo 1 - Realismo fuerte,NN,
seed:Clasificados:31,3,structure,tfidf,title_abstract_tfidf,0.3295214072605821,False,seed,Clasificados,Sociology of Science: Why They Are Mostly Wrong,tipo_1_realismo_fuerte,Tipo 1 - Realismo fuerte,NN,
seed:Clasificados:33,1,care,tfidf,title_abstract_tfidf,0.45341739836045186,False,seed,Clasificados,ImagInarIes of Care and sCIenCe In anthropoCene UtopIan fUtUrology. the soCIology of sCIenCe In KIm s. robInson's THE MINISTRY FOR THE FUTURE,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,no_empirico,
seed:Clasificados:33,2,future,tfidf,title_abstract_tfidf,0.36346319952648526,False,seed,Clasificados,ImagInarIes of Care and sCIenCe In anthropoCene UtopIan fUtUrology. the soCIology of sCIenCe In KIm s. robInson's THE MINISTRY FOR THE FUTURE,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,no_empirico,
seed:Clasificados:33,3,science,tfidf,title_abstract_tfidf,0.30914342147974405,False,seed,Clasificados,ImagInarIes of Care and sCIenCe In anthropoCene UtopIan fUtUrology. the soCIology of sCIenCe In KIm s. robInson's THE MINISTRY FOR THE FUTURE,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,no_empirico,
seed:Clasificados:34,1,discovery,tfidf,title_abstract_tfidf,0.5936348196511502,False,seed,Clasificados,"French neopositivism and the logic, psychology, and sociology of scientific discovery",tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,empirico,cuantitativo
seed:Clasificados:34,2,century,tfidf,title_abstract_tfidf,0.3864592744894047,False,seed,Clasificados,"French neopositivism and the logic, psychology, and sociology of scientific discovery",tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,empirico,cuantitativo
seed:Clasificados:34,3,logic,tfidf,title_abstract_tfidf,0.2846650849069916,False,seed,Clasificados,"French neopositivism and the logic, psychology, and sociology of scientific discovery",tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,empirico,cuantitativo
seed:Clasificados:35,1,discovery,tfidf,title_abstract_tfidf,0.30783806788088436,False,seed,Clasificados,Popper's Sociology of Science and Its Political Deficit,tipo_1_realismo_fuerte,Tipo 1 - Realismo fuerte,NN,
seed:Clasificados:35,2,logic,tfidf,title_abstract_tfidf,0.2952345341953238,False,seed,Clasificados,Popper's Sociology of Science and Its Political Deficit,tipo_1_realismo_fuerte,Tipo 1 - Realismo fuerte,NN,
seed:Clasificados:35,3,certain,tfidf,title_abstract_tfidf,0.28457839829993675,False,seed,Clasificados,Popper's Sociology of Science and Its Political Deficit,tipo_1_realismo_fuerte,Tipo 1 - Realismo fuerte,NN,
seed:Clasificados:36,1,zilsel,tfidf,title_abstract_tfidf,0.8317037395401178,False,seed,Clasificados,"From the Problem of Genius to the Integration of Philosophy, History, and Sociology of Science: Edgar Zilsel's Life and Work Viewed in the Context of Recent …",tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,empirico,
seed:Clasificados:36,2,work,tfidf,title_abstract_tfidf,0.20874496670251863,False,seed,Clasificados,"From the Problem of Genius to the Integration of Philosophy, History, and Sociology of Science: Edgar Zilsel's Life and Work Viewed in the Context of Recent …",tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,empirico,
seed:Clasificados:36,3,philosophy,tfidf,title_abstract_tfidf,0.16070947915473002,False,seed,Clasificados,"From the Problem of Genius to the Integration of Philosophy, History, and Sociology of Science: Edgar Zilsel's Life and Work Viewed in the Context of Recent …",tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,empirico,
seed:Clasificados:37,1,norms,tfidf,title_abstract_tfidf,0.5880206049710561,False,seed,Clasificados,What makes a good PhD thesis? Norms of science as reflected in written assessments of PhD theses,tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,,
seed:Clasificados:37,2,categories,tfidf,title_abstract_tfidf,0.5639458128130437,False,seed,Clasificados,What makes a good PhD thesis? Norms of science as reflected in written assessments of PhD theses,tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,,
seed:Clasificados:37,3,quality,tfidf,title_abstract_tfidf,0.210383443678061,False,seed,Clasificados,What makes a good PhD thesis? Norms of science as reflected in written assessments of PhD theses,tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,,
seed:Clasificados:39,1,politics,tfidf,title_abstract_tfidf,0.47613467677475224,False,seed,Clasificados,The politics of calculation. Towards a sociology of quantification in governance,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
seed:Clasificados:39,2,path,tfidf,title_abstract_tfidf,0.3031042482452003,False,seed,Clasificados,The politics of calculation. Towards a sociology of quantification in governance,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
seed:Clasificados:39,3,governance,tfidf,title_abstract_tfidf,0.2802022572364312,False,seed,Clasificados,The politics of calculation. Towards a sociology of quantification in governance,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
seed:Clasificados:41,1,written,tfidf,title_abstract_tfidf,0.32334785155588835,False,seed,Clasificados,The sociology of ignorance and post‐truth politics,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,no_empirico,
seed:Clasificados:41,2,course,tfidf,title_abstract_tfidf,0.32334785155588835,False,seed,Clasificados,The sociology of ignorance and post‐truth politics,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,no_empirico,
seed:Clasificados:41,3,response,tfidf,title_abstract_tfidf,0.3128595362883012,False,seed,Clasificados,The sociology of ignorance and post‐truth politics,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,no_empirico,
seed:Clasificados:42,1,fields,tfidf,title_abstract_tfidf,0.4753133514755064,False,seed,Clasificados,"Science, Part II: The Study of Science",tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,empirico,cuantitativo
seed:Clasificados:42,2,science,tfidf,title_abstract_tfidf,0.46210334797052155,False,seed,Clasificados,"Science, Part II: The Study of Science",tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,empirico,cuantitativo
seed:Clasificados:42,3,science studies,tfidf,title_abstract_tfidf,0.36308684494735843,False,seed,Clasificados,"Science, Part II: The Study of Science",tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,empirico,cuantitativo
seed:Clasificados:43,1,thinking,tfidf,title_abstract_tfidf,0.5169611218426643,False,seed,Clasificados,"Scientific Thinking and Critical Thinking: A Keystone for History, Philosophy and Sociology of Science Teaching",tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,empirico,cuantitativo
seed:Clasificados:43,2,scientific,tfidf,title_abstract_tfidf,0.37311727205452727,False,seed,Clasificados,"Scientific Thinking and Critical Thinking: A Keystone for History, Philosophy and Sociology of Science Teaching",tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,empirico,cuantitativo
seed:Clasificados:43,3,kind,tfidf,title_abstract_tfidf,0.23671522386734942,False,seed,Clasificados,"Scientific Thinking and Critical Thinking: A Keystone for History, Philosophy and Sociology of Science Teaching",tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,empirico,cuantitativo
seed:Clasificados:44,1,methods,tfidf,title_abstract_tfidf,0.4886782606501055,False,seed,Clasificados,On the pursuitworthiness of qualitative methods in empirical philosophy of science,tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,empirico,cualitativo
seed:Clasificados:44,2,qualitative,tfidf,title_abstract_tfidf,0.4586011891864372,False,seed,Clasificados,On the pursuitworthiness of qualitative methods in empirical philosophy of science,tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,empirico,cualitativo
seed:Clasificados:44,3,philosophical,tfidf,title_abstract_tfidf,0.4188673844251898,False,seed,Clasificados,On the pursuitworthiness of qualitative methods in empirical philosophy of science,tipo_2_realismo_moderado_critico,Tipo 2 - Realismo moderado / critico,empirico,cualitativo
seed:Clasificados:45,1,marketing,tfidf,title_abstract_tfidf,0.2943964233446076,False,seed,Clasificados,Put to the test: For a new sociology of testing,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,no_empirico,
seed:Clasificados:45,2,sociology,tfidf,title_abstract_tfidf,0.2800379200508913,False,seed,Clasificados,Put to the test: For a new sociology of testing,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,no_empirico,
seed:Clasificados:45,3,new,tfidf,title_abstract_tfidf,0.25992780211968086,False,seed,Clasificados,Put to the test: For a new sociology of testing,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,no_empirico,
seed:Clasificados:46,1,religion,tfidf,title_abstract_tfidf,0.6213600726829496,False,seed,Clasificados,"From 'Science and Religion'to 'Transcendence in Science', or: What We Can Learn from the (History of) Science and Technology Studies",tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
seed:Clasificados:46,2,categories,tfidf,title_abstract_tfidf,0.4142400484552997,False,seed,Clasificados,"From 'Science and Religion'to 'Transcendence in Science', or: What We Can Learn from the (History of) Science and Technology Studies",tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
seed:Clasificados:46,3,science religion,tfidf,title_abstract_tfidf,0.3401754155571977,False,seed,Clasificados,"From 'Science and Religion'to 'Transcendence in Science', or: What We Can Learn from the (History of) Science and Technology Studies",tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
seed:Clasificados:47,1,political,tfidf,title_abstract_tfidf,0.5884026332172856,False,seed,Clasificados,A New Political Sociology of Science,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
seed:Clasificados:47,2,new,tfidf,title_abstract_tfidf,0.3148321341433955,False,seed,Clasificados,A New Political Sociology of Science,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
seed:Clasificados:47,3,sociology science,tfidf,title_abstract_tfidf,0.30896733962215556,False,seed,Clasificados,A New Political Sociology of Science,tipo_5_constructivismo_moderado,Tipo 5 - Constructivismo moderado,NN,
